ts,te,td,sa,da,sp,dp,pr,flg,fwd,stos,ipkt,ibyt,opkt,obyt,in,out,sas,das,smk,dmk,dtos,dir,nh,nhb,svln,dvln,ismc,odmc,idmc,osmc,mpls1,mpls2,mpls3,mpls4,mpls5,mpls6,mpls7,mpls8,mpls9,mpls10,cl,sl,al,ra,eng,exid,tr
2026-01-03 08:52:17,2026-01-03 08:52:17,0.000,192.168.0.90,185.244.226.4,56590,443,TCP,.....R..,0,0,2,80,0,0,2,1,0,0,24,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:20.975
2026-01-03 08:52:19,2026-01-03 08:52:19,0.000,192.168.0.148,17.253.105.202,49576,443,TCP,...A...F,0,0,3,156,0,0,2,1,0,0,24,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:20.975
2026-01-03 08:52:19,2026-01-03 08:52:19,0.000,192.168.0.148,17.253.105.202,49565,443,TCP,...A...F,0,0,3,156,0,0,2,1,0,0,24,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:20.975
2026-01-03 08:52:19,2026-01-03 08:52:19,0.000,17.253.105.202,192.168.0.148,443,49576,TCP,...A.R.F,0,0,2,92,0,0,1,2,0,0,0,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:20.975
2026-01-03 08:52:19,2026-01-03 08:52:19,0.000,17.253.105.202,192.168.0.148,443,49565,TCP,...A.R.F,0,0,2,92,0,0,1,2,0,0,0,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:20.975
2026-01-03 08:52:20,2026-01-03 08:52:20,0.000,192.168.0.148,17.253.53.203,49566,443,TCP,...A...F,0,0,3,156,0,0,2,1,0,0,24,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:20.975
2026-01-03 08:52:20,2026-01-03 08:52:20,0.000,17.253.53.203,192.168.0.148,443,49566,TCP,...A.R.F,0,0,2,92,0,0,1,2,0,0,0,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:20.975
2026-01-03 08:52:12,2026-01-03 08:52:12,0.000,84.192.107.187,95.100.104.4,62166,443,TCP,...A...F,0,0,3,156,0,0,2,1,0,0,32,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.476
2026-01-03 08:52:16,2026-01-03 08:52:16,0.000,84.192.107.187,142.250.27.94,4902,80,TCP,...AP.SF,0,0,5,325,0,0,2,1,0,0,32,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.476
2026-01-03 08:52:16,2026-01-03 08:52:17,1.000,84.192.107.187,185.244.226.4,28389,443,TCP,...AP.SF,0,0,8,1179,0,0,2,1,0,0,32,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.476
2026-01-03 08:52:17,2026-01-03 08:52:17,0.000,84.192.107.187,185.244.226.4,28389,443,TCP,.....R..,0,0,2,80,0,0,2,1,0,0,32,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.476
2026-01-03 08:52:17,2026-01-03 08:52:17,0.000,84.192.107.187,185.244.226.4,27122,443,TCP,...AP.SF,0,0,10,1304,0,0,2,1,0,0,32,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.476
2026-01-03 08:52:17,2026-01-03 08:52:17,0.000,84.192.107.187,185.244.226.4,27122,443,TCP,.....R..,0,0,2,80,0,0,2,1,0,0,32,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.476
2026-01-03 08:52:17,2026-01-03 08:52:17,0.000,84.192.107.187,185.244.226.4,60691,443,TCP,...AP.SF,0,0,13,1471,0,0,2,1,0,0,32,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.476
2026-01-03 08:52:17,2026-01-03 08:52:17,0.000,84.192.107.187,185.244.226.4,60691,443,TCP,.....R..,0,0,2,80,0,0,2,1,0,0,32,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.476
2026-01-03 08:52:18,2026-01-03 08:52:18,0.000,84.192.107.187,185.244.226.4,47518,443,TCP,...AP.SF,0,0,10,1304,0,0,2,1,0,0,32,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.476
2026-01-03 08:52:18,2026-01-03 08:52:18,0.000,84.192.107.187,185.244.226.4,47518,443,TCP,.....R..,0,0,2,80,0,0,2,1,0,0,32,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.476
2026-01-03 08:52:20,2026-01-03 08:52:20,0.000,84.192.107.187,17.253.105.202,37954,443,TCP,...A...F,0,0,3,156,0,0,2,1,0,0,32,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.476
2026-01-03 08:52:20,2026-01-03 08:52:20,0.000,84.192.107.187,17.253.105.202,20314,443,TCP,...A...F,0,0,3,156,0,0,2,1,0,0,32,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.476
2026-01-03 08:52:21,2026-01-03 08:52:21,0.000,84.192.107.187,17.253.53.203,13054,443,TCP,...A...F,0,0,3,156,0,0,2,1,0,0,32,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.476
2026-01-03 08:52:21,2026-01-03 08:52:21,0.000,84.192.107.187,17.253.53.203,52804,443,TCP,...A...F,0,0,3,156,0,0,2,1,0,0,32,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.476
2026-01-03 08:52:22,2026-01-03 08:52:22,0.000,84.192.107.187,17.248.236.20,2652,443,TCP,CE.AP.SF,0,0,8,531,0,0,2,1,0,0,32,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.476
2026-01-03 08:52:22,2026-01-03 08:52:22,0.000,84.192.107.187,94.143.191.133,17498,443,TCP,CE.AP.SF,0,0,24,3015,0,0,2,1,0,0,32,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.476
2026-01-03 08:52:21,2026-01-03 08:52:22,1.000,84.192.107.187,142.250.27.109,19277,993,TCP,...AP..F,0,0,5,306,0,0,2,1,0,0,32,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.476
2026-01-03 08:52:22,2026-01-03 08:52:22,0.000,84.192.107.187,17.156.192.7,58331,993,TCP,...A...F,0,0,3,156,0,0,2,1,0,0,32,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.476
2026-01-03 08:52:21,2026-01-03 08:52:22,1.000,84.192.107.187,142.250.27.109,57831,993,TCP,...AP..F,0,0,4,265,0,0,2,1,0,0,32,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.476
2026-01-03 08:52:22,2026-01-03 08:52:22,0.000,84.192.107.187,94.143.191.133,17498,443,TCP,.....R..,0,0,2,80,0,0,2,1,0,0,32,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.476
2026-01-03 08:52:13,2026-01-03 08:52:24,11.000,84.192.107.187,185.70.42.63,6744,443,TCP,CE.A..SF,0,0,10,532,0,0,2,1,0,0,32,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.476
2026-01-03 08:52:20,2026-01-03 08:52:20,0.000,17.253.53.203,192.168.0.148,443,49566,TCP,.....R..,0,0,2,80,0,0,1,2,0,0,0,24,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.758
2026-01-03 08:52:20,2026-01-03 08:52:20,0.000,192.168.0.148,17.253.53.203,49584,443,TCP,...A...F,0,0,3,156,0,0,2,1,0,0,24,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.758
2026-01-03 08:52:20,2026-01-03 08:52:20,0.000,17.253.53.203,192.168.0.148,443,49584,TCP,...A.R.F,0,0,2,92,0,0,1,2,0,0,0,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.758
2026-01-03 08:52:21,2026-01-03 08:52:21,0.000,192.168.0.131,17.248.236.20,55271,443,TCP,CE.AP.SF,0,0,8,531,0,0,2,1,0,0,24,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.758
2026-01-03 08:52:21,2026-01-03 08:52:21,0.000,17.248.236.20,192.168.0.131,443,55271,TCP,.E.A..SF,0,0,10,540,0,0,1,2,0,0,0,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.758
2026-01-03 08:52:21,2026-01-03 08:52:21,0.000,192.168.0.131,94.143.191.133,55270,443,TCP,CE.AP.SF,0,0,24,3015,0,0,2,1,0,0,24,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.758
2026-01-03 08:52:21,2026-01-03 08:52:21,0.000,94.143.191.133,192.168.0.131,443,55270,TCP,...AP.SF,0,0,57,48249,0,0,1,2,0,0,0,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.758
2026-01-03 08:52:20,2026-01-03 08:52:21,1.000,192.168.0.131,142.250.27.109,55267,993,TCP,...AP..F,0,0,5,306,0,0,2,1,0,0,24,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.758
2026-01-03 08:52:21,2026-01-03 08:52:21,0.000,192.168.0.131,17.156.192.7,55268,993,TCP,...A...F,0,0,3,156,0,0,2,1,0,0,24,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.758
2026-01-03 08:52:20,2026-01-03 08:52:21,1.000,192.168.0.131,142.250.27.109,55269,993,TCP,...AP..F,0,0,4,265,0,0,2,1,0,0,24,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.758
2026-01-03 08:52:21,2026-01-03 08:52:21,0.000,192.168.0.131,94.143.191.133,55270,443,TCP,.....R..,0,0,2,80,0,0,2,1,0,0,24,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.758
2026-01-03 08:52:21,2026-01-03 08:52:21,0.000,142.250.27.109,192.168.0.131,993,55269,TCP,...AP..F,0,0,6,399,0,0,1,2,0,0,0,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.758
2026-01-03 08:52:21,2026-01-03 08:52:21,0.000,142.250.27.109,192.168.0.131,993,55267,TCP,...AP..F,0,0,8,525,0,0,1,2,0,0,0,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.758
2026-01-03 08:52:21,2026-01-03 08:52:22,1.000,17.156.192.7,192.168.0.131,993,55268,TCP,...A...F,0,0,4,220,0,0,1,2,0,0,0,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.758
2026-01-03 08:52:13,2026-01-03 08:52:23,10.000,185.70.42.63,192.168.0.148,443,49989,TCP,...AP..F,0,2,7,2753,0,0,1,2,0,0,0,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.758
2026-01-03 08:52:12,2026-01-03 08:52:23,11.000,192.168.0.148,185.70.42.63,49989,443,TCP,CE.A..SF,0,0,10,532,0,0,2,1,0,0,24,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.758
2026-01-03 08:52:22,2026-01-03 08:52:23,1.000,192.168.0.131,17.248.236.20,55272,443,TCP,CE.A..SF,0,0,10,580,0,0,2,1,0,0,24,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.758
2026-01-03 08:52:22,2026-01-03 08:52:23,1.000,17.248.236.20,192.168.0.131,443,55272,TCP,.E.AP.SF,0,0,13,4471,0,0,1,2,0,0,0,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.758
2026-01-03 08:52:07,2026-01-03 08:52:07,0.000,192.168.0.1,192.168.0.148,443,49974,TCP,...AP...,0,2,2,198,0,0,0,2,0,0,32,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.758
2026-01-03 08:52:07,2026-01-03 08:52:07,0.000,192.168.0.1,192.168.0.75,161,35146,UDP,........,0,0,1,1447,0,0,0,2,0,0,32,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.758
2026-01-03 08:52:07,2026-01-03 08:52:07,0.000,192.168.0.75,192.168.0.1,35146,161,UDP,........,0,0,1,1146,0,0,2,3,0,0,24,32,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.758
2026-01-03 08:52:07,2026-01-03 08:52:07,0.000,192.168.0.148,192.168.0.1,49974,443,TCP,...A....,0,0,2,104,0,0,2,3,0,0,24,32,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.758
2026-01-03 08:52:24,2026-01-03 08:52:24,0.000,192.168.0.148,17.253.53.203,49631,443,TCP,...A...F,0,0,3,156,0,0,2,1,0,0,24,0,0,0,84.192.104.1,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.758
2026-01-03 08:52:24,2026-01-03 08:52:24,0.000,17.253.53.203,192.168.0.148,443,49631,TCP,...A.R.F,0,0,2,92,0,0,1,2,0,0,0,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.0.1,0/0,1,2026-01-03 08:52:24.758
